_id,spending_behavior,full_name,email,ssn,ip_address,gender,date_of_birth,zip_code,annual_income,credit_history_months,debt_to_income,savings_balance,loan_approved,rejection_reason,interest_rate,approved_amount,total_spending,age
app_329,"[{'category': 'Transportation', 'amount': 546}]",Betty Martinez,betty.martinez42@mail.com,794-64-7602,172.16.109.93,Female,1966-06-10,90247,55000.0,85.0,0.42,20278.0,False,algorithm_risk_score,0.0,0.0,546,59
app_405,"[{'category': 'Groceries', 'amount': 364}, {'category': 'Transportation', 'amount': 566}, {'category': 'Shopping', 'amount': 839}]",Stephanie Hill,stephanie.hill77@gmail.com,694-77-8788,172.26.24.219,Female,1989-05-09,90202,48000.0,13.0,0.38,964.0,False,high_dti_ratio,0.0,0.0,1769,36
app_378,"[{'category': 'Shopping', 'amount': 523}]",Jeffrey Baker,jeffrey.baker68@aol.com,868-86-8190,10.161.120.154,Male,1968-04-04,10034,131000.0,48.0,0.18,63712.0,True,,4.3,56000.0,523,57
app_041,"[{'category': 'Travel', 'amount': 172}, {'category': 'Dining', 'amount': 419}]",Linda Rodriguez,linda.rodriguez19@hotmail.com,456-57-5365,172.28.24.244,Female,1972-10-10,90205,126000.0,76.0,0.06,85166.0,True,,3.4,45000.0,591,53
app_470,"[{'category': 'Groceries', 'amount': 867}, {'category': 'Healthcare', 'amount': 170}]",Kenneth Wright,kenneth.wright74@hotmail.com,588-85-4126,172.17.153.140,Male,1984-01-04,10062,66000.0,40.0,0.43,32402.0,True,,3.4,35000.0,1037,42
app_095,"[{'category': 'Rent', 'amount': 804}]",Jack Sanchez,jack.sanchez68@aol.com,130-62-7748,192.168.112.200,Male,1986-12-05,10049,116000.0,58.0,0.39,53274.0,True,,5.0,51000.0,804,39
app_055,"[{'category': 'Groceries', 'amount': 254}, {'category': 'Utilities', 'amount': 851}, {'category': 'Travel', 'amount': 188}]",Scott Lopez,scott.lopez69@gmail.com,495-48-2129,172.28.222.9,Male,1978-11-11,10009,104000.0,51.0,0.16,52179.0,True,,4.3,51000.0,1293,47
app_428,"[{'category': 'Transportation', 'amount': 68}]",Jerry Wilson,jerry.wilson60@icloud.com,112-19-6168,192.168.155.6,Male,1963-02-08,10053,103000.0,78.0,0.19,29305.0,True,,4.0,74000.0,68,63
app_188,"[{'category': 'Utilities', 'amount': 269}, {'category': 'Entertainment', 'amount': 449}]",Elizabeth Jackson,elizabeth.jackson75@gmail.com,884-36-9087,172.22.91.113,Female,1987-03-04,90263,98000.0,64.0,0.17,45696.0,True,,2.7,27000.0,718,39
app_319,"[{'category': 'Education', 'amount': 568}]",Barbara Green,barbara.green70@aol.com,439-47-7955,172.22.198.197,Female,1995-01-08,90211,55000.0,33.0,0.26,12428.0,False,insufficient_credit_history,0.0,0.0,568,31
app_038,"[{'category': 'Healthcare', 'amount': 201}]",Patrick Nguyen,patrick.nguyen53@gmail.com,596-76-2147,192.168.233.224,Male,1979-06-04,10012,125000.0,27.0,0.14,19147.0,True,,5.5,35000.0,201,46
app_480,"[{'category': 'Insurance', 'amount': 171}]",Gregory Davis,gregory.davis23@icloud.com,854-74-6180,192.168.243.203,Male,1969-01-11,10001,104000.0,70.0,0.19,25163.0,True,,3.9,68000.0,171,57
app_359,"[{'category': 'Fitness', 'amount': 363}, {'category': 'Travel', 'amount': 543}]",Stephanie King,stephanie.king52@hotmail.com,887-89-1075,172.21.62.38,Female,1997-09-03,90233,65000.0,43.0,0.18,13540.0,False,algorithm_risk_score,0.0,0.0,906,28
app_044,"[{'category': 'Fitness', 'amount': 526}]",James Brown,james.brown50@mail.com,181-41-8267,192.168.158.107,Male,1992-02-02,10021,73000.0,50.0,0.07,19027.0,False,algorithm_risk_score,0.0,0.0,526,34
app_190,"[{'category': 'Dining', 'amount': 317}, {'category': 'Shopping', 'amount': 223}, {'category': 'Fitness', 'amount': 849}]",Heather White,heather.white42@icloud.com,217-44-8191,192.168.242.9,Female,1999-05-10,90297,,0.0,0.14,19603.0,False,algorithm_risk_score,0.0,0.0,1389,26
app_312,"[{'category': 'Travel', 'amount': 686}, {'category': 'Utilities', 'amount': 530}]",Donald Rodriguez,donald.rodriguez39@protonmail.com,125-28-8331,172.17.36.15,Male,1995-11-03,10079,80000.0,0.0,0.39,12438.0,True,,3.3,23000.0,1216,30
app_390,"[{'category': 'Education', 'amount': 122}, {'category': 'Insurance', 'amount': 508}]",Mary Nelson,mary.nelson83@yahoo.com,548-73-9755,10.72.130.125,Female,1978-11-07,90224,68000.0,68.0,0.2,12310.0,True,,5.3,63000.0,630,47
app_025,"[{'category': 'Education', 'amount': 383}]",Rebecca Walker,rebecca.walker90@aol.com,501-69-2266,192.168.166.120,Female,1965-07-11,90284,72000.0,63.0,0.25,33294.0,False,algorithm_risk_score,0.0,0.0,383,60
app_456,"[{'category': 'Dining', 'amount': 611}]",David Jones,david.jones79@yahoo.com,968-66-9483,172.24.150.136,Male,1979-02-05,10070,84000.0,24.0,0.34,38163.0,True,,6.5,74000.0,611,47
app_111,"[{'category': 'Utilities', 'amount': 447}, {'category': 'Education', 'amount': 644}]",Raymond Jones,raymond.jones74@icloud.com,191-64-5825,192.168.71.115,Male,1999-05-09,10063,42000.0,55.0,0.26,9507.0,True,,3.2,70000.0,1091,26
app_388,"[{'category': 'Entertainment', 'amount': 259}]",Amanda Johnson,amanda.johnson38@protonmail.com,152-84-2809,172.18.118.41,Female,1993-03-01,90296,100000.0,8.0,0.22,15898.0,False,algorithm_risk_score,0.0,0.0,259,33
app_097,"[{'category': 'Fitness', 'amount': 442}, {'category': 'Gambling', 'amount': 216}]",Emma Roberts,emma.roberts50@gmail.com,817-88-9433,10.9.148.236,Female,1976-09-11,90262,141000.0,33.0,0.26,22923.0,False,insufficient_credit_history,0.0,0.0,658,49
app_432,"[{'category': 'Rent', 'amount': 453}]",Amy Nelson,amy.nelson43@icloud.com,109-72-8677,10.141.150.134,Female,2001-04-10,90273,75000.0,8.0,0.18,24681.0,False,algorithm_risk_score,0.0,0.0,453,24
app_186,"[{'category': 'Entertainment', 'amount': 850}, {'category': 'Fitness', 'amount': 195}, {'category': 'Travel', 'amount': 698}]",Kenneth Carter,kenneth.carter22@yahoo.com,555-26-1610,172.24.47.150,Male,1986-08-09,10086,115000.0,41.0,0.42,39117.0,True,,6.0,72000.0,1743,39
app_310,"[{'category': 'Utilities', 'amount': 451}, {'category': 'Alcohol', 'amount': 730}]",Jessica Campbell,jessica.campbell45@protonmail.com,559-35-6495,172.30.195.170,Female,1990-06-03,90284,63000.0,27.0,0.37,18949.0,True,,5.9,50000.0,1181,35
app_296,"[{'category': 'Education', 'amount': 157}]",Mark Young,mark.young46@outlook.com,601-33-7524,10.10.178.72,Male,1987-11-07,10072,103000.0,57.0,0.45,44538.0,True,,3.6,76000.0,157,38
app_063,"[{'category': 'Shopping', 'amount': 833}, {'category': 'Healthcare', 'amount': 404}]",Nicole Adams,nicole.adams28@gmail.com,252-62-4568,172.31.2.111,Female,1997-03-04,90243,55000.0,45.0,0.1,14715.0,True,,4.0,57000.0,1237,28
app_314,"[{'category': 'Education', 'amount': 449}, {'category': 'Travel', 'amount': 726}]",Elizabeth Sanchez,elizabeth.sanchez94@outlook.com,850-13-2311,192.168.165.218,Female,1996-03-01,90266,73000.0,31.0,0.30000000000000004,19081.0,False,algorithm_risk_score,0.0,0.0,1175,30
app_122,"[{'category': 'Insurance', 'amount': 685}, {'category': 'Utilities', 'amount': 782}, {'category': 'Travel', 'amount': 888}]",Richard Thomas,richard.thomas4@hotmail.com,186-34-2952,192.168.201.220,Male,1964-12-12,10057,98000.0,61.0,0.26,14834.0,True,,5.5,69000.0,2355,61
app_222,"[{'category': 'Entertainment', 'amount': 298}, {'category': 'Travel', 'amount': 315}]",Brenda Perez,brenda.perez96@aol.com,636-56-7305,192.168.133.49,Female,1965-07-11,90299,102000.0,104.0,0.28,17483.0,False,algorithm_risk_score,0.0,0.0,613,60
app_218,"[{'category': 'Travel', 'amount': 240}]",Mark Scott,mark.scott72@aol.com,653-15-8386,10.216.243.5,Male,1982-09-04,10083,80000.0,80.0,0.43,22276.0,True,,2.7,29000.0,240,43
app_476,"[{'category': 'Insurance', 'amount': 667}, {'category': 'Rent', 'amount': 279}, {'category': 'Entertainment', 'amount': 187}]",Gregory Allen,gregory.allen43@yahoo.com,990-83-8035,192.168.239.250,Male,1975-01-09,10082,53000.0,118.0,0.44,8148.0,True,,3.9,77000.0,1133,51
app_191,"[{'category': 'Shopping', 'amount': 303}, {'category': 'Fitness', 'amount': 188}, {'category': 'Entertainment', 'amount': 737}]",Pamela Hill,pamela.hill70@outlook.com,757-87-6454,172.28.37.204,Female,1959-06-09,90281,98000.0,78.0,0.16,20428.0,False,algorithm_risk_score,0.0,0.0,1228,66
app_472,"[{'category': 'Fitness', 'amount': 798}, {'category': 'Groceries', 'amount': 132}]",Dennis Lewis,dennis.lewis59@gmail.com,852-99-9160,172.27.4.156,Male,1977-09-04,10080,81000.0,53.0,0.44,16798.0,False,algorithm_risk_score,0.0,0.0,930,48
app_224,"[{'category': 'Entertainment', 'amount': 131}]",Mark Jackson,mark.jackson41@yahoo.com,263-68-2220,10.248.103.20,Male,1968-04-06,10052,93000.0,81.0,0.12,53299.0,False,algorithm_risk_score,0.0,0.0,131,57
app_305,"[{'category': 'Education', 'amount': 629}, {'category': 'Insurance', 'amount': 619}]",Mark Hernandez,mark.hernandez8@hotmail.com,460-68-4910,192.168.94.129,Male,1984-09-04,10084,100000.0,30.0,0.07,44145.0,True,,5.6,49000.0,1248,41
